"income","gini","latitude","longitude","illiter","less4","less8","population91","population00","urbanization"
92.9020004272461,0.578000009059906,-11.9680557250977,61.9541664123535,29.201000213623,0.597429990768433,0.888620018959045,23.5459995269775,26.5330009460449,0.601673305034637
168.518997192383,0.596000015735626,-9.91333293914795,63.0408325195312,21.3619995117188,0.486409991979599,0.809170007705688,53.798999786377,74.5029983520508,0.278425246477127
89.2939987182617,0.560999989509583,-13.4977779388428,60.5541648864746,30.80299949646,0.633970022201538,0.91454005241394,7.67600011825562,7.51800012588501,0.750390827655792
168.820999145508,0.563000023365021,-11.4386110305786,61.4472236633301,27.5440006256104,0.544669985771179,0.839309990406036,69.7249984741211,73.568000793457,0.387751877307892
156.276992797852,0.600000023841858,-13.1888885498047,60.8122215270996,27.6189994812012,0.551209986209869,0.881080031394958,19.371000289917,18.2070007324219,0.274430841207504
120.651000976562,0.572000026702881,-13.1166667938232,60.5416679382324,34.6749992370605,0.587949991226196,0.867679953575134,25.6639995574951,21.8920001983643,0.404028981924057
50.2960014343262,0.564000010490417,-12.9619445800781,60.8866653442383,42.4500007629395,0.769120037555695,0.959349989891052,11.8970003128052,10.4589996337891,1
135.126998901367,0.59799998998642,-12.4449996948242,64.2272186279297,27.2490005493164,0.50366997718811,0.792500019073486,5.3600001335144,10.2080001831055,0.69944030046463
135.884994506836,0.638000011444092,-11.5247220993042,61.0127792358398,27.5659999847412,0.595000028610229,0.860210061073303,23.1560001373291,25.6879997253418,0.516928672790527
209.645004272461,0.602999985218048,-10.7827777862549,65.3394470214844,21.2740001678467,0.41499000787735,0.692189991474152,32.5830001831055,38.0449981689453,0.158886536955833
124.572998046875,0.580999970436096,-10.4388885498047,62.4663887023926,31.80299949646,0.62033998966217,0.875380039215088,49.601001739502,53.5999984741211,0.442047536373138
164.852005004883,0.597000002861023,-10.8852777481079,61.9516677856445,22.4500007629395,0.500810027122498,0.801449954509735,100.725997924805,106.800003051758,0.25129559636116
139.458999633789,0.647000014781952,-9.44388866424561,61.981388092041,27.1319999694824,0.575760006904602,0.878649950027466,16.4200000762939,22.7390003204346,0.278440922498703
72.9869995117188,0.564000010490417,-11.7197217941284,62.3158340454102,41.7809982299805,0.68247002363205,0.932219982147217,15.7980003356934,17.0669994354248,0.681541979312897
146.360992431641,0.600000023841858,-10.7480554580688,62.2158317565918,27.8409996032715,0.558960020542145,0.855520009994507,37.8050003051758,40.8839988708496,0.376114279031754
174.529006958008,0.595000028610229,-11.6724996566772,61.1936111450195,24.0949993133545,0.489480018615723,0.809670031070709,31.9099998474121,31.7520008087158,0.200720772147179
246.804992675781,0.619000017642975,-8.76194477081299,63.9038887023926,16.1760005950928,0.339469999074936,0.62814998626709,241.662002563477,334.661010742188,0.27841779589653
100.294998168945,0.582000017166138,-11.1752777099609,61.9013900756836,36.326000213623,0.636659979820251,0.886559963226318,29.7269992828369,26.3649997711182,0.636592984199524
97.2539978027344,0.716000020503998,-9.70499992370605,62.8997230529785,32.2840003967285,0.676320016384125,0.939989984035492,2.12100005149841,2.93700003623962,0.278170675039291
136.932006835938,0.574999988079071,-11.8036108016968,61.8033332824707,29.9699993133545,0.591500043869019,0.863300025463104,43.9300003051758,47.3819999694824,0.356430679559708
68.9820022583008,0.497000008821487,-11.908055305481,61.7788887023926,36.3819999694824,0.712080001831055,0.929919958114624,12.3280000686646,11.6029996871948,0.652255058288574
238.516998291016,0.566999971866608,-12.7405557632446,60.1458320617676,17.8409996032715,0.386500000953674,0.720070064067841,37.7509994506836,53.5979995727539,0.0857725590467453
56.0670013427734,0.531000018119812,-11.6936111450195,62.7113876342773,36.4339981079102,0.681080043315887,0.939159989356995,12.5349998474121,23.8740005493164,0.699481427669525
104.068000793457,0.694999992847443,-10.4019441604614,65.3266677856445,39.1570014953613,0.634230017662048,0.895269989967346,7.2480001449585,14.7779998779297,0.486203104257584
77.9570007324219,0.653999984264374,-11.3413887023926,62.2863883972168,35.5309982299805,0.635390043258667,0.897310018539429,20.2049999237061,19.8320007324219,0.624845325946808
78.8330001831055,0.51800000667572,-12.1280555725098,61.8505554199219,33.5589981079102,0.703379988670349,0.93994003534317,8.6230001449585,12.7080001831055,1
82.7610015869141,0.653999984264374,-9.71305561065674,63.3208351135254,25.3939990997314,0.678249955177307,0.939599990844727,9.47299957275391,13.1180000305176,0.27837011218071
131.013000488281,0.669000029563904,-10.2116670608521,63.8286094665527,36.8740005493164,0.74906998872757,0.949850022792816,18.5349998474121,25.6679992675781,0.278392225503922
115.28099822998,0.644999980926514,-11.6963891983032,61.9947204589844,38.6059989929199,0.739629983901978,0.972539961338043,11.418999671936,12.2760000228882,1
73.427001953125,0.614000022411346,-10.3391666412354,62.8952789306641,35.3380012512207,0.69992995262146,0.924710035324097,3.87899994850159,5.37200021743774,0.278422266244888
99.3610000610352,0.686999976634979,-10.59694480896,63.6122207641602,35.640998840332,0.67944997549057,0.930240035057068,8.27799987792969,11.4630002975464,0.278448909521103
138.688003540039,0.540000021457672,-8.80972194671631,63.695556640625,31.3020000457764,0.556329965591431,0.867850065231323,9.46500015258789,13.1070003509521,0.27839407324791
64.2239990234375,0.598999977111816,-11.4174995422363,61.9386100769043,40.3520011901855,0.685410022735596,0.949010014533997,4.40199995040894,4.21199989318848,1
110.221000671387,0.572000026702881,-12.5522222518921,60.8997230529785,32.7000007629395,0.595000028610229,0.924359977245331,3.88700008392334,5.52099990844727,1
